,Date,Births,Moon
4092,March 16 2011,11880,Not Full
4093,March 17 2011,12192,Not Full
4094,March 18 2011,11682,Not Full
4095,March 19 2011,7786,Full
4096,March 20 2011,7024,Not Full
4097,March 21 2011,11794,Not Full
4098,March 22 2011,12462,Not Full
4099,March 23 2011,12050,Not Full
4100,March 24 2011,12062,Not Full
4101,March 25 2011,11854,Not Full
4102,March 26 2011,7658,Not Full
4103,March 27 2011,6871,Not Full
4104,March 28 2011,11489,Not Full
4105,March 29 2011,12279,Not Full
4106,March 30 2011,12022,Not Full
4107,March 31 2011,12173,Not Full
4108,April 1 2011,11264,Not Full
4109,April 2 2011,8102,Not Full
4110,April 3 2011,7028,Not Full
4111,April 4 2011,11772,Not Full
4112,April 5 2011,12387,Not Full
4113,April 6 2011,11858,Not Full
4114,April 7 2011,12330,Not Full
4115,April 8 2011,11904,Not Full
4116,April 9 2011,7840,Not Full
4117,April 10 2011,6861,Not Full
4118,April 11 2011,11711,Not Full
4119,April 12 2011,12320,Not Full
4120,April 13 2011,11671,Not Full
4121,April 14 2011,12349,Not Full
4122,April 15 2011,11964,Not Full
4123,April 16 2011,7683,Not Full
4124,April 17 2011,6939,Full
4125,April 18 2011,11681,Not Full
4126,April 19 2011,12564,Not Full
4127,April 20 2011,12216,Not Full
4128,April 21 2011,12276,Not Full
4129,April 22 2011,11113,Not Full
4130,April 23 2011,7524,Not Full
4131,April 24 2011,6570,Not Full
4132,April 25 2011,11427,Not Full
4133,April 26 2011,12563,Not Full
4134,April 27 2011,12007,Not Full
4135,April 28 2011,12180,Not Full
4136,April 29 2011,11456,Not Full
4137,April 30 2011,7665,Not Full
4138,May 1 2011,6926,Not Full
4139,May 2 2011,11595,Not Full
4140,May 3 2011,12299,Not Full
4141,May 4 2011,11984,Not Full
4142,May 5 2011,12055,Not Full
4143,May 6 2011,11824,Not Full
4144,May 7 2011,7919,Not Full
4145,May 8 2011,6972,Not Full
4146,May 9 2011,11511,Not Full
4147,May 10 2011,12578,Not Full
4148,May 11 2011,12464,Not Full
4149,May 12 2011,12203,Not Full
4150,May 13 2011,11125,Not Full
4151,May 14 2011,7854,Not Full
4152,May 15 2011,7061,Not Full
4153,May 16 2011,11899,Not Full
4154,May 17 2011,12819,Full
4155,May 18 2011,12387,Not Full
4156,May 19 2011,12222,Not Full
4157,May 20 2011,12011,Not Full
4158,May 21 2011,7934,Not Full
4159,May 22 2011,7257,Not Full
4160,May 23 2011,11896,Not Full
4161,May 24 2011,12851,Not Full
4162,May 25 2011,12715,Not Full
4163,May 26 2011,12822,Not Full
4164,May 27 2011,12379,Not Full
4165,May 28 2011,8276,Not Full
4166,May 29 2011,7145,Not Full
4167,May 30 2011,7492,Not Full
4168,May 31 2011,12192,Not Full
4169,June 1 2011,13446,Not Full
4170,June 2 2011,13258,Not Full
4171,June 3 2011,12680,Not Full
4172,June 4 2011,8398,Not Full
4173,June 5 2011,7261,Not Full
4174,June 6 2011,11934,Not Full
4175,June 7 2011,12629,Not Full
4176,June 8 2011,12660,Not Full
4177,June 9 2011,12471,Not Full
4178,June 10 2011,12279,Not Full
4179,June 11 2011,8091,Not Full
4180,June 12 2011,7314,Not Full
4181,June 13 2011,11744,Not Full
4182,June 14 2011,12841,Not Full
4183,June 15 2011,12681,Full
4184,June 16 2011,12990,Not Full
4185,June 17 2011,12463,Not Full
4186,June 18 2011,8498,Not Full
4187,June 19 2011,7344,Not Full
4188,June 20 2011,12045,Not Full
4189,June 21 2011,13143,Not Full
4190,June 22 2011,13017,Not Full
4191,June 23 2011,12681,Not Full
4192,June 24 2011,12504,Not Full
4193,June 25 2011,8351,Not Full
4194,June 26 2011,7140,Not Full
4195,June 27 2011,12344,Not Full
4196,June 28 2011,13234,Not Full
4197,June 29 2011,13002,Not Full
4198,June 30 2011,13194,Not Full
4199,July 1 2011,13392,Not Full
4200,July 2 2011,8510,Not Full
4201,July 3 2011,7489,Not Full
4202,July 4 2011,7541,Not Full
4203,July 5 2011,12751,Not Full
4204,July 6 2011,13950,Not Full
4205,July 7 2011,14200,Not Full
4206,July 8 2011,13363,Not Full
4207,July 9 2011,8845,Not Full
4208,July 10 2011,7635,Not Full
4209,July 11 2011,12617,Not Full
4210,July 12 2011,13392,Not Full
4211,July 13 2011,12900,Not Full
4212,July 14 2011,13278,Not Full
4213,July 15 2011,13097,Full
4214,July 16 2011,8534,Not Full
4215,July 17 2011,7637,Not Full
4216,July 18 2011,12414,Not Full
4217,July 19 2011,13156,Not Full
4218,July 20 2011,13219,Not Full
4219,July 21 2011,13262,Not Full
4220,July 22 2011,12777,Not Full
4221,July 23 2011,8671,Not Full
4222,July 24 2011,7351,Not Full
4223,July 25 2011,12126,Not Full
4224,July 26 2011,13270,Not Full
4225,July 27 2011,13023,Not Full
4226,July 28 2011,13152,Not Full
4227,July 29 2011,12501,Not Full
4228,July 30 2011,8338,Not Full
4229,July 31 2011,7450,Not Full
4230,August 1 2011,12546,Not Full
4231,August 2 2011,13491,Not Full
4232,August 3 2011,13164,Not Full
4233,August 4 2011,13031,Not Full
4234,August 5 2011,12848,Not Full
4235,August 6 2011,8567,Not Full
4236,August 7 2011,7605,Not Full
4237,August 8 2011,12505,Not Full
4238,August 9 2011,13360,Not Full
4239,August 10 2011,13160,Not Full
4240,August 11 2011,13092,Not Full
4241,August 12 2011,12978,Not Full
4242,August 13 2011,8448,Full
4243,August 14 2011,7470,Not Full
4244,August 15 2011,12756,Not Full
4245,August 16 2011,13576,Not Full
4246,August 17 2011,13267,Not Full
4247,August 18 2011,13150,Not Full
4248,August 19 2011,12900,Not Full
4249,August 20 2011,8572,Not Full
4250,August 21 2011,7493,Not Full
4251,August 22 2011,12286,Not Full
4252,August 23 2011,13422,Not Full
4253,August 24 2011,12986,Not Full
4254,August 25 2011,13046,Not Full
4255,August 26 2011,12910,Not Full
4256,August 27 2011,8700,Not Full
4257,August 28 2011,7633,Not Full
4258,August 29 2011,12281,Not Full
4259,August 30 2011,13561,Not Full
4260,August 31 2011,13390,Not Full
4261,September 1 2011,13723,Not Full
4262,September 2 2011,13224,Not Full
4263,September 3 2011,8588,Not Full
4264,September 4 2011,7399,Not Full
4265,September 5 2011,7770,Not Full
4266,September 6 2011,12892,Not Full
4267,September 7 2011,14234,Not Full
4268,September 8 2011,13544,Not Full
4269,September 9 2011,13537,Not Full
4270,September 10 2011,9115,Not Full
4271,September 11 2011,7501,Not Full
4272,September 12 2011,12770,Full
4273,September 13 2011,13205,Not Full
4274,September 14 2011,13590,Not Full
4275,September 15 2011,13583,Not Full
4276,September 16 2011,13322,Not Full
4277,September 17 2011,8792,Not Full
4278,September 18 2011,7724,Not Full
4279,September 19 2011,12818,Not Full
4280,September 20 2011,13648,Not Full
4281,September 21 2011,13138,Not Full
4282,September 22 2011,13157,Not Full
4283,September 23 2011,13062,Not Full
4284,September 24 2011,8496,Not Full
4285,September 25 2011,7609,Not Full
4286,September 26 2011,12719,Not Full
4287,September 27 2011,13455,Not Full
4288,September 28 2011,12815,Not Full
4289,September 29 2011,12813,Not Full
4290,September 30 2011,12419,Not Full
4291,October 1 2011,8506,Not Full
4292,October 2 2011,7419,Not Full
4293,October 3 2011,12310,Not Full
4294,October 4 2011,12924,Not Full
4295,October 5 2011,12748,Not Full
4296,October 6 2011,12744,Not Full
4297,October 7 2011,12195,Not Full
4298,October 8 2011,8206,Not Full
4299,October 9 2011,7160,Not Full
4300,October 10 2011,11839,Not Full
4301,October 11 2011,12865,Full
4302,October 12 2011,12581,Not Full
4303,October 13 2011,12201,Not Full
4304,October 14 2011,12065,Not Full
4305,October 15 2011,8043,Not Full
4306,October 16 2011,7145,Not Full
4307,October 17 2011,11803,Not Full
4308,October 18 2011,12819,Not Full
4309,October 19 2011,12605,Not Full
4310,October 20 2011,12536,Not Full
4311,October 21 2011,11936,Not Full
4312,October 22 2011,7899,Not Full
4313,October 23 2011,7104,Not Full
4314,October 24 2011,11773,Not Full
4315,October 25 2011,12672,Not Full
4316,October 26 2011,12085,Not Full
4317,October 27 2011,12390,Not Full
4318,October 28 2011,12049,Not Full
4319,October 29 2011,7812,Not Full
4320,October 30 2011,6870,Not Full
4321,October 31 2011,9828,Not Full
4322,November 1 2011,13632,Not Full
4323,November 2 2011,12657,Not Full
4324,November 3 2011,12310,Not Full
4325,November 4 2011,11965,Not Full
4326,November 5 2011,8045,Not Full
4327,November 6 2011,7236,Not Full
4328,November 7 2011,11574,Not Full
4329,November 8 2011,12300,Not Full
4330,November 9 2011,11990,Not Full
4331,November 10 2011,11978,Full
4332,November 11 2011,14392,Not Full
4333,November 12 2011,8087,Not Full
4334,November 13 2011,6877,Not Full
4335,November 14 2011,11590,Not Full
4336,November 15 2011,12676,Not Full
4337,November 16 2011,12433,Not Full
4338,November 17 2011,12461,Not Full
4339,November 18 2011,12424,Not Full
4340,November 19 2011,8042,Not Full
4341,November 20 2011,7218,Not Full
4342,November 21 2011,12929,Not Full
4343,November 22 2011,13415,Not Full
4344,November 23 2011,11775,Not Full
4345,November 24 2011,6894,Not Full
4346,November 25 2011,8618,Not Full
4347,November 26 2011,7512,Not Full
4348,November 27 2011,6879,Not Full
4349,November 28 2011,12410,Not Full
4350,November 29 2011,13204,Not Full
4351,November 30 2011,12584,Not Full
4352,December 1 2011,12716,Not Full
4353,December 2 2011,11853,Not Full
4354,December 3 2011,7895,Not Full
4355,December 4 2011,6957,Not Full
4356,December 5 2011,11622,Not Full
4357,December 6 2011,12477,Not Full
4358,December 7 2011,12119,Not Full
4359,December 8 2011,12024,Not Full
4360,December 9 2011,11565,Not Full
4361,December 10 2011,7658,Full
4362,December 11 2011,6832,Not Full
4363,December 12 2011,12087,Not Full
4364,December 13 2011,12592,Not Full
4365,December 14 2011,12632,Not Full
4366,December 15 2011,12506,Not Full
4367,December 16 2011,12211,Not Full
4368,December 17 2011,7941,Not Full
4369,December 18 2011,6876,Not Full
4370,December 19 2011,12708,Not Full
4371,December 20 2011,13640,Not Full
4372,December 21 2011,13227,Not Full
4373,December 22 2011,12215,Not Full
4374,December 23 2011,10017,Not Full
4375,December 24 2011,6688,Not Full
4376,December 25 2011,5728,Not Full
4377,December 26 2011,8039,Not Full
4378,December 27 2011,12475,Not Full
4379,December 28 2011,13478,Not Full
4380,December 29 2011,12985,Not Full
4381,December 30 2011,12434,Not Full
4382,December 31 2011,8035,Not Full
4383,January 1 2012,6629,Not Full
4384,January 2 2012,7821,Not Full
4385,January 3 2012,11324,Not Full
4386,January 4 2012,12075,Not Full
4387,January 5 2012,12171,Not Full
4388,January 6 2012,11920,Not Full
4389,January 7 2012,7783,Not Full
4390,January 8 2012,6887,Not Full
4391,January 9 2012,11248,Full
4392,January 10 2012,11939,Not Full
4393,January 11 2012,11860,Not Full
4394,January 12 2012,12391,Not Full
4395,January 13 2012,11380,Not Full
4396,January 14 2012,7901,Not Full
4397,January 15 2012,6899,Not Full
4398,January 16 2012,10707,Not Full
4399,January 17 2012,12175,Not Full
4400,January 18 2012,11981,Not Full
4401,January 19 2012,11997,Not Full
4402,January 20 2012,11914,Not Full
4403,January 21 2012,7948,Not Full
4404,January 22 2012,6816,Not Full
4405,January 23 2012,11464,Not Full
4406,January 24 2012,12356,Not Full
4407,January 25 2012,11692,Not Full
4408,January 26 2012,12003,Not Full
4409,January 27 2012,11648,Not Full
4410,January 28 2012,7827,Not Full
4411,January 29 2012,6733,Not Full
4412,January 30 2012,11253,Not Full
4413,January 31 2012,11919,Not Full
4414,February 1 2012,11916,Not Full
4415,February 2 2012,12135,Not Full
4416,February 3 2012,11826,Not Full
4417,February 4 2012,7833,Not Full
4418,February 5 2012,6733,Not Full
4419,February 6 2012,11229,Not Full
4420,February 7 2012,12310,Full
4421,February 8 2012,11946,Not Full
4422,February 9 2012,11862,Not Full
4423,February 10 2012,11981,Not Full
4424,February 11 2012,7895,Not Full
4425,February 12 2012,7012,Not Full
4426,February 13 2012,11023,Not Full
4427,February 14 2012,12708,Not Full
4428,February 15 2012,12250,Not Full
4429,February 16 2012,12376,Not Full
4430,February 17 2012,11985,Not Full
4431,February 18 2012,7818,Not Full
4432,February 19 2012,6905,Not Full
4433,February 20 2012,10837,Not Full
4434,February 21 2012,12125,Not Full
4435,February 22 2012,12436,Not Full
4436,February 23 2012,12045,Not Full
4437,February 24 2012,11802,Not Full
4438,February 25 2012,7842,Not Full
4439,February 26 2012,6707,Not Full
4440,February 27 2012,11475,Not Full
4441,February 28 2012,12208,Not Full
4442,February 29 2012,11042,Not Full
4443,March 1 2012,12519,Not Full
4444,March 2 2012,11789,Not Full
4445,March 3 2012,8010,Not Full
4446,March 4 2012,7021,Not Full
4447,March 5 2012,11391,Not Full
4448,March 6 2012,12076,Not Full
4449,March 7 2012,11972,Not Full
4450,March 8 2012,11985,Full
4451,March 9 2012,11817,Not Full
4452,March 10 2012,7691,Not Full
4453,March 11 2012,6497,Not Full
4454,March 12 2012,11571,Not Full
4455,March 13 2012,11779,Not Full
4456,March 14 2012,11797,Not Full
4457,March 15 2012,11783,Not Full
4458,March 16 2012,11608,Not Full
4459,March 17 2012,8066,Not Full
4460,March 18 2012,6918,Not Full
4461,March 19 2012,11578,Not Full
4462,March 20 2012,12338,Not Full
4463,March 21 2012,12056,Not Full
4464,March 22 2012,11925,Not Full
4465,March 23 2012,11816,Not Full
4466,March 24 2012,7893,Not Full
4467,March 25 2012,6915,Not Full
4468,March 26 2012,11474,Not Full
4469,March 27 2012,12245,Not Full
4470,March 28 2012,12035,Not Full
4471,March 29 2012,11864,Not Full
4472,March 30 2012,11834,Not Full
4473,March 31 2012,7860,Not Full
4474,April 1 2012,6909,Not Full
4475,April 2 2012,11647,Not Full
4476,April 3 2012,12273,Not Full
4477,April 4 2012,12307,Not Full
4478,April 5 2012,11986,Not Full
4479,April 6 2012,10955,Full
4480,April 7 2012,7384,Not Full
4481,April 8 2012,6545,Not Full
4482,April 9 2012,11237,Not Full
4483,April 10 2012,12179,Not Full
4484,April 11 2012,11635,Not Full
4485,April 12 2012,12050,Not Full
4486,April 13 2012,10910,Not Full
4487,April 14 2012,7699,Not Full
4488,April 15 2012,6951,Not Full
4489,April 16 2012,11536,Not Full
4490,April 17 2012,12240,Not Full
4491,April 18 2012,11850,Not Full
4492,April 19 2012,11583,Not Full
4493,April 20 2012,11608,Not Full
4494,April 21 2012,7757,Not Full
4495,April 22 2012,6843,Not Full
4496,April 23 2012,11297,Not Full
4497,April 24 2012,12191,Not Full
4498,April 25 2012,11765,Not Full
4499,April 26 2012,11871,Not Full
4500,April 27 2012,11226,Not Full
4501,April 28 2012,7590,Not Full
4502,April 29 2012,6713,Not Full
4503,April 30 2012,11381,Not Full
4504,May 1 2012,12470,Not Full
4505,May 2 2012,12095,Not Full
4506,May 3 2012,11804,Not Full
4507,May 4 2012,11488,Not Full
4508,May 5 2012,7634,Full
4509,May 6 2012,6868,Not Full
4510,May 7 2012,11424,Not Full
4511,May 8 2012,12158,Not Full
4512,May 9 2012,11749,Not Full
4513,May 10 2012,11825,Not Full
4514,May 11 2012,11683,Not Full
4515,May 12 2012,7751,Not Full
4516,May 13 2012,6909,Not Full
4517,May 14 2012,11763,Not Full
4518,May 15 2012,12565,Not Full
4519,May 16 2012,12199,Not Full
4520,May 17 2012,12048,Not Full
4521,May 18 2012,11771,Not Full
4522,May 19 2012,7914,Not Full
4523,May 20 2012,7202,Not Full
4524,May 21 2012,11919,Not Full
4525,May 22 2012,12601,Not Full
4526,May 23 2012,12649,Not Full
4527,May 24 2012,12414,Not Full
4528,May 25 2012,12350,Not Full
4529,May 26 2012,7921,Not Full
4530,May 27 2012,7015,Not Full
4531,May 28 2012,7532,Not Full
4532,May 29 2012,12307,Not Full
4533,May 30 2012,13194,Not Full
4534,May 31 2012,12686,Not Full
4535,June 1 2012,12623,Not Full
4536,June 2 2012,8040,Not Full
4537,June 3 2012,7075,Not Full
4538,June 4 2012,12011,Full
4539,June 5 2012,12424,Not Full
4540,June 6 2012,12410,Not Full
4541,June 7 2012,12305,Not Full
4542,June 8 2012,12145,Not Full
4543,June 9 2012,8293,Not Full
4544,June 10 2012,7131,Not Full
4545,June 11 2012,11700,Not Full
4546,June 12 2012,12892,Not Full
4547,June 13 2012,11999,Not Full
4548,June 14 2012,12626,Not Full
4549,June 15 2012,12278,Not Full
4550,June 16 2012,8213,Not Full
4551,June 17 2012,7316,Not Full
4552,June 18 2012,12028,Not Full
4553,June 19 2012,12767,Not Full
4554,June 20 2012,12674,Not Full
4555,June 21 2012,12713,Not Full
4556,June 22 2012,12370,Not Full
4557,June 23 2012,8141,Not Full
4558,June 24 2012,7246,Not Full
4559,June 25 2012,12091,Not Full
4560,June 26 2012,12950,Not Full
4561,June 27 2012,12545,Not Full
4562,June 28 2012,12994,Not Full
4563,June 29 2012,12462,Not Full
4564,June 30 2012,8323,Not Full
4565,July 1 2012,7550,Not Full
4566,July 2 2012,12837,Not Full
4567,July 3 2012,13752,Full
4568,July 4 2012,9296,Not Full
4569,July 5 2012,12618,Not Full
4570,July 6 2012,12804,Not Full
4571,July 7 2012,8952,Not Full
4572,July 8 2012,7541,Not Full
4573,July 9 2012,12333,Not Full
4574,July 10 2012,13527,Not Full
4575,July 11 2012,13024,Not Full
4576,July 12 2012,12787,Not Full
4577,July 13 2012,12109,Not Full
4578,July 14 2012,8657,Not Full
4579,July 15 2012,7559,Not Full
4580,July 16 2012,12380,Not Full
4581,July 17 2012,13318,Not Full
4582,July 18 2012,12865,Not Full
4583,July 19 2012,12798,Not Full
4584,July 20 2012,12503,Not Full
4585,July 21 2012,8611,Not Full
4586,July 22 2012,7531,Not Full
4587,July 23 2012,12553,Not Full
4588,July 24 2012,13390,Not Full
4589,July 25 2012,13045,Not Full
4590,July 26 2012,13056,Not Full
4591,July 27 2012,12785,Not Full
4592,July 28 2012,8493,Not Full
4593,July 29 2012,7550,Not Full
4594,July 30 2012,12061,Not Full
4595,July 31 2012,13187,Not Full
4596,August 1 2012,12976,Full
4597,August 2 2012,13006,Not Full
4598,August 3 2012,12743,Not Full
4599,August 4 2012,8786,Not Full
4600,August 5 2012,7693,Not Full
4601,August 6 2012,12671,Not Full
4602,August 7 2012,13316,Not Full
4603,August 8 2012,13204,Not Full
4604,August 9 2012,13179,Not Full
4605,August 10 2012,12898,Not Full
4606,August 11 2012,8602,Not Full
4607,August 12 2012,7630,Not Full
4608,August 13 2012,12126,Not Full
4609,August 14 2012,13788,Not Full
4610,August 15 2012,13391,Not Full
4611,August 16 2012,13361,Not Full
4612,August 17 2012,12913,Not Full
4613,August 18 2012,8678,Not Full
4614,August 19 2012,7678,Not Full
4615,August 20 2012,12580,Not Full
4616,August 21 2012,13239,Not Full
4617,August 22 2012,12973,Not Full
4618,August 23 2012,12889,Not Full
4619,August 24 2012,13114,Not Full
4620,August 25 2012,8653,Not Full
4621,August 26 2012,7629,Not Full
4622,August 27 2012,12533,Not Full
4623,August 28 2012,13674,Not Full
4624,August 29 2012,12968,Not Full
4625,August 30 2012,13323,Not Full
4626,August 31 2012,13287,Full
4627,September 1 2012,8967,Not Full
4628,September 2 2012,7817,Not Full
4629,September 3 2012,8030,Not Full
4630,September 4 2012,12941,Not Full
4631,September 5 2012,13991,Not Full
4632,September 6 2012,13709,Not Full
4633,September 7 2012,13841,Not Full
4634,September 8 2012,8987,Not Full
4635,September 9 2012,7930,Not Full
4636,September 10 2012,12853,Not Full
4637,September 11 2012,12543,Not Full
4638,September 12 2012,13653,Not Full
4639,September 13 2012,13396,Not Full
4640,September 14 2012,13529,Not Full
4641,September 15 2012,9094,Not Full
4642,September 16 2012,7867,Not Full
4643,September 17 2012,12960,Not Full
4644,September 18 2012,13628,Not Full
4645,September 19 2012,13490,Not Full
4646,September 20 2012,13524,Not Full
4647,September 21 2012,13174,Not Full
4648,September 22 2012,8899,Not Full
4649,September 23 2012,8007,Not Full
4650,September 24 2012,12748,Not Full
4651,September 25 2012,13533,Not Full
4652,September 26 2012,13100,Not Full
4653,September 27 2012,13159,Not Full
4654,September 28 2012,12661,Not Full
4655,September 29 2012,8695,Full
4656,September 30 2012,7607,Not Full
4657,October 1 2012,12537,Not Full
4658,October 2 2012,13293,Not Full
4659,October 3 2012,12900,Not Full
4660,October 4 2012,12785,Not Full
4661,October 5 2012,12521,Not Full
4662,October 6 2012,8333,Not Full
4663,October 7 2012,7367,Not Full
4664,October 8 2012,11711,Not Full
4665,October 9 2012,12692,Not Full
4666,October 10 2012,12597,Not Full
4667,October 11 2012,13705,Not Full
4668,October 12 2012,12349,Not Full
4669,October 13 2012,8153,Not Full
4670,October 14 2012,7408,Not Full
4671,October 15 2012,12347,Not Full
4672,October 16 2012,12888,Not Full
4673,October 17 2012,12752,Not Full
4674,October 18 2012,12604,Not Full
4675,October 19 2012,12367,Not Full
4676,October 20 2012,8365,Not Full
4677,October 21 2012,7279,Not Full
4678,October 22 2012,12260,Not Full
4679,October 23 2012,12923,Not Full
4680,October 24 2012,12610,Not Full
4681,October 25 2012,12769,Not Full
4682,October 26 2012,11989,Not Full
4683,October 27 2012,8127,Not Full
4684,October 28 2012,7362,Not Full
4685,October 29 2012,11957,Full
4686,October 30 2012,12011,Not Full
4687,October 31 2012,11012,Not Full
4688,November 1 2012,13042,Not Full
4689,November 2 2012,12692,Not Full
4690,November 3 2012,8224,Not Full
4691,November 4 2012,7436,Not Full
4692,November 5 2012,11885,Not Full
4693,November 6 2012,12690,Not Full
4694,November 7 2012,12536,Not Full
4695,November 8 2012,12386,Not Full
4696,November 9 2012,12374,Not Full
4697,November 10 2012,8172,Not Full
4698,November 11 2012,7219,Not Full
4699,November 12 2012,12036,Not Full
4700,November 13 2012,12364,Not Full
4701,November 14 2012,12728,Not Full
4702,November 15 2012,12812,Not Full
4703,November 16 2012,12555,Not Full
4704,November 17 2012,8503,Not Full
4705,November 18 2012,7390,Not Full
4706,November 19 2012,12916,Not Full
4707,November 20 2012,13427,Not Full
4708,November 21 2012,12083,Not Full
4709,November 22 2012,7267,Not Full
4710,November 23 2012,9171,Not Full
4711,November 24 2012,7651,Not Full
4712,November 25 2012,7191,Not Full
4713,November 26 2012,12403,Not Full
4714,November 27 2012,13296,Not Full
4715,November 28 2012,12614,Full
4716,November 29 2012,12503,Not Full
4717,November 30 2012,11740,Not Full
4718,December 1 2012,8248,Not Full
4719,December 2 2012,7204,Not Full
4720,December 3 2012,11833,Not Full
4721,December 4 2012,12566,Not Full
4722,December 5 2012,12313,Not Full
4723,December 6 2012,12084,Not Full
4724,December 7 2012,11733,Not Full
4725,December 8 2012,7995,Not Full
4726,December 9 2012,7003,Not Full
4727,December 10 2012,11529,Not Full
4728,December 11 2012,12234,Not Full
4729,December 12 2012,14667,Not Full
4730,December 13 2012,11893,Not Full
4731,December 14 2012,11872,Not Full
4732,December 15 2012,7913,Not Full
4733,December 16 2012,7146,Not Full
4734,December 17 2012,11979,Not Full
4735,December 18 2012,13305,Not Full
4736,December 19 2012,12849,Not Full
4737,December 20 2012,13109,Not Full
4738,December 21 2012,13186,Not Full
4739,December 22 2012,8396,Not Full
4740,December 23 2012,6845,Not Full
4741,December 24 2012,7614,Not Full
4742,December 25 2012,6325,Not Full
4743,December 26 2012,11362,Not Full
4744,December 27 2012,14126,Not Full
4745,December 28 2012,13888,Full
4746,December 29 2012,9030,Not Full
4747,December 30 2012,7545,Not Full
4748,December 31 2012,10634,Not Full
4749,January 1 2013,7537,Not Full
4750,January 2 2013,10887,Not Full
4751,January 3 2013,12616,Not Full
4752,January 4 2013,12431,Not Full
4753,January 5 2013,8332,Not Full
4754,January 6 2013,7271,Not Full
4755,January 7 2013,11463,Not Full
4756,January 8 2013,12040,Not Full
4757,January 9 2013,11598,Not Full
4758,January 10 2013,11887,Not Full
4759,January 11 2013,12082,Not Full
4760,January 12 2013,8140,Not Full
4761,January 13 2013,7092,Not Full
4762,January 14 2013,11401,Not Full
4763,January 15 2013,11953,Not Full
4764,January 16 2013,11678,Not Full
4765,January 17 2013,12113,Not Full
4766,January 18 2013,11846,Not Full
4767,January 19 2013,7708,Not Full
4768,January 20 2013,7001,Not Full
4769,January 21 2013,10777,Not Full
4770,January 22 2013,11835,Not Full
4771,January 23 2013,11917,Not Full
4772,January 24 2013,12016,Not Full
4773,January 25 2013,11638,Not Full
4774,January 26 2013,8047,Full
4775,January 27 2013,6916,Not Full
4776,January 28 2013,11520,Not Full
4777,January 29 2013,12168,Not Full
4778,January 30 2013,11752,Not Full
4779,January 31 2013,11690,Not Full
4780,February 1 2013,11995,Not Full
4781,February 2 2013,7881,Not Full
4782,February 3 2013,6876,Not Full
4783,February 4 2013,11237,Not Full
4784,February 5 2013,12114,Not Full
4785,February 6 2013,11617,Not Full
4786,February 7 2013,12025,Not Full
4787,February 8 2013,11959,Not Full
4788,February 9 2013,7776,Not Full
4789,February 10 2013,6735,Not Full
4790,February 11 2013,11460,Not Full
4791,February 12 2013,12243,Not Full
4792,February 13 2013,11648,Not Full
4793,February 14 2013,12422,Not Full
4794,February 15 2013,11914,Not Full
4795,February 16 2013,7902,Not Full
4796,February 17 2013,7044,Not Full
4797,February 18 2013,10863,Not Full
4798,February 19 2013,12137,Not Full
4799,February 20 2013,11941,Not Full
4800,February 21 2013,11899,Not Full
4801,February 22 2013,11778,Not Full
4802,February 23 2013,7866,Not Full
4803,February 24 2013,6914,Not Full
4804,February 25 2013,11358,Full
4805,February 26 2013,11982,Not Full
4806,February 27 2013,11695,Not Full
4807,February 28 2013,11601,Not Full
4808,March 1 2013,12075,Not Full
4809,March 2 2013,7836,Not Full
4810,March 3 2013,7098,Not Full
4811,March 4 2013,11667,Not Full
4812,March 5 2013,12172,Not Full
4813,March 6 2013,11800,Not Full
4814,March 7 2013,11918,Not Full
4815,March 8 2013,11787,Not Full
4816,March 9 2013,7946,Not Full
4817,March 10 2013,6610,Not Full
4818,March 11 2013,11591,Not Full
4819,March 12 2013,12102,Not Full
4820,March 13 2013,11937,Not Full
4821,March 14 2013,11831,Not Full
4822,March 15 2013,11811,Not Full
4823,March 16 2013,7906,Not Full
4824,March 17 2013,7134,Not Full
4825,March 18 2013,11825,Not Full
4826,March 19 2013,12070,Not Full
4827,March 20 2013,12024,Not Full
4828,March 21 2013,12096,Not Full
4829,March 22 2013,11949,Not Full
4830,March 23 2013,7876,Not Full
4831,March 24 2013,6956,Not Full
4832,March 25 2013,11619,Not Full
4833,March 26 2013,12199,Not Full
4834,March 27 2013,12204,Full
4835,March 28 2013,12006,Not Full
4836,March 29 2013,10986,Not Full
4837,March 30 2013,7863,Not Full
4838,March 31 2013,6735,Not Full
4839,April 1 2013,10440,Not Full
4840,April 2 2013,12389,Not Full
4841,April 3 2013,12081,Not Full
4842,April 4 2013,12019,Not Full
4843,April 5 2013,11858,Not Full
4844,April 6 2013,7789,Not Full
4845,April 7 2013,6796,Not Full
4846,April 8 2013,11423,Not Full
4847,April 9 2013,12074,Not Full
4848,April 10 2013,11759,Not Full
4849,April 11 2013,11765,Not Full
4850,April 12 2013,11494,Not Full
4851,April 13 2013,7643,Not Full
4852,April 14 2013,6898,Not Full
4853,April 15 2013,11318,Not Full
4854,April 16 2013,12168,Not Full
4855,April 17 2013,11765,Not Full
4856,April 18 2013,11665,Not Full
4857,April 19 2013,11511,Not Full
4858,April 20 2013,7718,Not Full
4859,April 21 2013,6722,Not Full
4860,April 22 2013,11410,Not Full
4861,April 23 2013,11956,Not Full
4862,April 24 2013,11537,Not Full
4863,April 25 2013,11620,Full
4864,April 26 2013,11442,Not Full
4865,April 27 2013,7651,Not Full
4866,April 28 2013,6852,Not Full
4867,April 29 2013,11259,Not Full
4868,April 30 2013,11825,Not Full
4869,May 1 2013,11948,Not Full
4870,May 2 2013,11787,Not Full
4871,May 3 2013,11805,Not Full
